T	B	Gr	NK_56	NK_16
0	0	0	146	0
0	146	0	0	0
0	146	0	0	0
0	0	146	0	0
146	0	0	0	0
146	0	0	0	0
0	146	0	0	0
146	0	0	0	0
146	0	0	0	0
0	0	0	146	0
146	0	0	0	0
0	146	0	0	0
0	0	0	146	0
146	0	0	0	0
146	0	0	0	0
0	146	0	0	0
0	146	0	0	0
0	146	0	0	0
0	146	0	0	0
0	146	0	0	0
0	146	0	0	0
0	0	146	0	0
0	0	0	0	146
146	0	0	0	0
0	146	0	0	0
0	0	0	146	0
0	146	0	0	0
146	0	0	0	0
0	146	0	0	0
0	146	0	0	0
0	146	0	0	0
0	146	0	0	0
0	146	0	0	0
0	0	0	0	146
146	0	0	0	0
0	146	0	0	0
146	0	0	0	0
0	146	0	0	0
0	0	0	146	0
0	0	146	0	0
0	146	0	0	0
146	0	0	0	0
147	0	0	0	0
0	147	0	0	0
0	147	0	0	0
0	0	0	0	147
0	147	0	0	0
0	147	0	0	0
0	0	0	0	147
0	147	0	0	0
0	0	147	0	0
0	147	0	0	0
0	0	0	147	0
0	147	0	0	0
0	147	0	0	0
0	147	0	0	0
0	147	0	0	0
147	0	0	0	0
147	0	0	0	0
0	147	0	0	0
147	0	0	0	0
147	0	0	0	0
147	0	0	0	0
0	147	0	0	0
0	147	0	0	0
0	0	0	147	0
0	147	0	0	0
0	147	0	0	0
147	0	0	0	0
0	147	0	0	0
147	0	0	0	0
0	0	147	0	0
0	147	0	0	0
0	0	0	0	147
0	0	0	147	0
0	0	0	147	0
147	0	0	0	0
0	0	0	147	0
0	0	147	0	0
0	0	0	0	147
147	0	0	0	0
0	147	0	0	0
0	147	0	0	0
0	0	0	147	0
0	147	0	0	0
0	147	0	0	0
0	0	147	0	0
147	0	0	0	0
0	0	147	0	0
0	0	0	0	147
0	0	0	147	0
0	147	0	0	0
0	0	0	0	147
0	147	0	0	0
0	0	0	0	147
0	147	0	0	0
0	0	147	0	0
0	147	0	0	0
0	147	0	0	0
0	0	147	0	0
0	0	0	0	147
0	147	0	0	0
147	0	0	0	0
147	0	0	0	0
0	147	0	0	0
0	147	0	0	0
0	147	0	0	0
0	0	0	0	147
0	147	0	0	0
0	147	0	0	0
0	0	0	0	147
0	147	0	0	0
0	147	0	0	0
0	0	147	0	0
0	147	0	0	0
147	0	0	0	0
0	0	147	0	0
147	0	0	0	0
0	147	0	0	0
0	0	147	0	0
0	147	0	0	0
147	0	0	0	0
147	0	0	0	0
0	0	0	147	0
0	0	0	0	147
0	147	0	0	0
0	147	0	0	0
0	0	147	0	0
147	0	0	0	0
0	147	0	0	0
0	0	147	0	0
147	0	0	0	0
0	147	0	0	0
147	0	0	0	0
0	147	0	0	0
0	147	0	0	0
0	147	0	0	0
0	147	0	0	0
0	147	0	0	0
0	147	0	0	0
147	0	0	0	0
0	147	0	0	0
147	0	0	0	0
147	0	0	0	0
147	0	0	0	0
0	147	0	0	0
0	0	147	0	0
147	0	0	0	0
0	147	0	0	0
0	147	0	0	0
0	147	0	0	0
0	0	0	0	147
0	0	0	0	147
0	147	0	0	0
147	0	0	0	0
0	147	0	0	0
0	147	0	0	0
0	147	0	0	0
0	147	0	0	0
147	0	0	0	0
0	147	0	0	0
0	147	0	0	0
147	0	0	0	0
0	147	0	0	0
0	0	147	0	0
147	0	0	0	0
0	0	147	0	0
0	0	147	0	0
0	0	0	0	147
0	147	0	0	0
147	0	0	0	0
0	0	0	0	147
147	0	0	0	0
147	0	0	0	0
0	147	0	0	0
0	148	0	0	0
0	0	148	0	0
0	148	0	0	0
148	0	0	0	0
0	148	0	0	0
148	0	0	0	0
148	0	0	0	0
0	0	0	148	0
0	0	148	0	0
0	148	0	0	0
148	0	0	0	0
0	148	0	0	0
0	0	148	0	0
148	0	0	0	0
0	0	0	148	0
0	0	148	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
148	0	0	0	0
0	148	0	0	0
0	0	0	0	148
0	148	0	0	0
0	148	0	0	0
0	0	0	0	148
0	148	0	0	0
0	148	0	0	0
0	0	0	0	148
0	148	0	0	0
0	148	0	0	0
148	0	0	0	0
0	0	148	0	0
0	0	148	0	0
0	0	0	0	148
0	148	0	0	0
148	0	0	0	0
0	0	148	0	0
0	148	0	0	0
0	0	0	0	148
0	0	0	0	148
0	0	0	0	148
0	148	0	0	0
0	148	0	0	0
148	0	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	0	148	0	0
0	148	0	0	0
0	0	0	148	0
0	148	0	0	0
0	0	0	0	148
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
148	0	0	0	0
148	0	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
148	0	0	0	0
148	0	0	0	0
0	0	0	148	0
0	0	148	0	0
0	0	148	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	0	0	148	0
0	148	0	0	0
0	0	0	0	148
0	148	0	0	0
0	148	0	0	0
148	0	0	0	0
0	148	0	0	0
0	0	148	0	0
0	148	0	0	0
0	0	148	0	0
0	148	0	0	0
0	148	0	0	0
148	0	0	0	0
0	148	0	0	0
0	0	148	0	0
148	0	0	0	0
0	148	0	0	0
0	0	0	148	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	148	0	0	0
0	0	0	0	149
0	149	0	0	0
149	0	0	0	0
0	0	149	0	0
0	149	0	0	0
149	0	0	0	0
149	0	0	0	0
149	0	0	0	0
0	149	0	0	0
149	0	0	0	0
0	149	0	0	0
149	0	0	0	0
149	0	0	0	0
0	149	0	0	0
0	0	0	0	149
0	149	0	0	0
0	149	0	0	0
0	149	0	0	0
0	149	0	0	0
0	0	0	0	149
149	0	0	0	0
0	149	0	0	0
0	0	0	149	0
0	149	0	0	0
0	149	0	0	0
0	0	149	0	0
0	149	0	0	0
0	149	0	0	0
0	149	0	0	0
0	0	0	0	149
0	149	0	0	0
0	0	0	0	149
0	0	149	0	0
0	0	149	0	0
0	0	149	0	0
149	0	0	0	0
0	149	0	0	0
0	149	0	0	0
0	0	149	0	0
149	0	0	0	0
0	0	0	149	0
0	149	0	0	0
0	0	0	0	149
0	0	0	149	0
149	0	0	0	0
0	149	0	0	0
0	149	0	0	0
0	149	0	0	0
0	0	0	0	149
0	149	0	0	0
0	149	0	0	0
0	0	0	0	149
149	0	0	0	0
0	0	149	0	0
0	149	0	0	0
0	0	0	149	0
0	0	0	149	0
0	149	0	0	0
0	149	0	0	0
0	0	149	0	0
0	0	149	0	0
0	0	0	149	0
0	0	0	149	0
0	0	0	149	0
0	0	0	0	149
0	149	0	0	0
149	0	0	0	0
149	0	0	0	0
0	149	0	0	0
0	149	0	0	0
0	149	0	0	0
149	0	0	0	0
0	149	0	0	0
0	149	0	0	0
0	0	0	149	0
0	149	0	0	0
0	149	0	0	0
0	0	149	0	0
149	0	0	0	0
149	0	0	0	0
149	0	0	0	0
0	149	0	0	0
149	0	0	0	0
0	149	0	0	0
0	149	0	0	0
0	0	149	0	0
149	0	0	0	0
0	149	0	0	0
0	149	0	0	0
149	0	0	0	0
0	0	149	0	0
0	0	149	0	0
149	0	0	0	0
0	0	0	149	0
0	0	0	0	149
0	149	0	0	0
0	0	0	0	149
0	0	0	0	149
149	0	0	0	0
0	149	0	0	0
0	0	149	0	0
0	149	0	0	0
0	149	0	0	0
0	149	0	0	0
0	149	0	0	0
0	149	0	0	0
0	149	0	0	0
0	0	149	0	0
0	149	0	0	0
0	0	149	0	0
149	0	0	0	0
0	149	0	0	0
0	0	149	0	0
149	0	0	0	0
0	0	0	149	0
149	0	0	0	0
149	0	0	0	0
0	0	0	149	0
0	150	0	0	0
0	150	0	0	0
0	0	0	150	0
0	150	0	0	0
150	0	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	0	0	150	0
0	0	0	0	150
150	0	0	0	0
150	0	0	0	0
150	0	0	0	0
0	0	0	0	150
150	0	0	0	0
150	0	0	0	0
0	150	0	0	0
150	0	0	0	0
150	0	0	0	0
150	0	0	0	0
0	150	0	0	0
0	0	0	0	150
0	0	0	0	150
0	150	0	0	0
0	150	0	0	0
0	0	0	0	150
0	0	150	0	0
0	0	150	0	0
0	0	0	150	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	0	0	150	0
150	0	0	0	0
0	0	0	0	150
0	150	0	0	0
0	150	0	0	0
0	0	0	0	150
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
150	0	0	0	0
0	0	0	150	0
150	0	0	0	0
0	0	150	0	0
0	0	0	0	150
150	0	0	0	0
150	0	0	0	0
150	0	0	0	0
150	0	0	0	0
0	0	0	0	150
150	0	0	0	0
0	150	0	0	0
150	0	0	0	0
0	0	150	0	0
150	0	0	0	0
0	150	0	0	0
0	150	0	0	0
0	0	0	0	150
0	150	0	0	0
0	0	0	0	150
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	0	0	0	150
150	0	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	0	0	0	150
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
150	0	0	0	0
150	0	0	0	0
0	0	0	0	150
0	150	0	0	0
0	0	0	0	150
150	0	0	0	0
0	150	0	0	0
150	0	0	0	0
150	0	0	0	0
150	0	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
0	150	0	0	0
150	0	0	0	0
0	0	150	0	0
0	0	0	0	150
150	0	0	0	0
0	150	0	0	0
0	150	0	0	0
150	0	0	0	0
150	0	0	0	0
0	0	0	151	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
151	0	0	0	0
0	151	0	0	0
0	151	0	0	0
0	0	151	0	0
0	0	0	0	151
151	0	0	0	0
0	0	0	0	151
0	151	0	0	0
0	151	0	0	0
0	0	0	0	151
0	151	0	0	0
0	0	151	0	0
0	151	0	0	0
151	0	0	0	0
151	0	0	0	0
0	0	151	0	0
0	151	0	0	0
0	151	0	0	0
0	0	0	0	151
0	151	0	0	0
0	151	0	0	0
151	0	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
0	0	151	0	0
0	0	151	0	0
151	0	0	0	0
151	0	0	0	0
151	0	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
151	0	0	0	0
0	151	0	0	0
151	0	0	0	0
0	0	151	0	0
151	0	0	0	0
0	0	0	0	151
151	0	0	0	0
151	0	0	0	0
0	0	151	0	0
0	151	0	0	0
0	0	0	0	151
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
151	0	0	0	0
0	151	0	0	0
151	0	0	0	0
0	151	0	0	0
0	0	0	0	151
0	151	0	0	0
0	0	0	0	151
151	0	0	0	0
0	151	0	0	0
151	0	0	0	0
151	0	0	0	0
0	0	151	0	0
151	0	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
151	0	0	0	0
151	0	0	0	0
0	0	0	0	151
151	0	0	0	0
151	0	0	0	0
0	151	0	0	0
151	0	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
0	0	151	0	0
151	0	0	0	0
0	151	0	0	0
0	151	0	0	0
0	0	0	0	151
151	0	0	0	0
0	151	0	0	0
0	151	0	0	0
0	151	0	0	0
0	0	0	0	151
151	0	0	0	0
151	0	0	0	0
0	151	0	0	0
151	0	0	0	0
0	151	0	0	0
0	151	0	0	0
151	0	0	0	0
151	0	0	0	0
0	151	0	0	0
0	0	0	0	151
0	151	0	0	0
151	0	0	0	0
0	151	0	0	0
0	0	151	0	0
0	151	0	0	0
0	0	0	0	151
0	151	0	0	0
0	152	0	0	0
0	152	0	0	0
152	0	0	0	0
0	0	0	0	152
0	152	0	0	0
0	0	152	0	0
0	152	0	0	0
152	0	0	0	0
152	0	0	0	0
0	0	0	0	152
0	152	0	0	0
152	0	0	0	0
152	0	0	0	0
152	0	0	0	0
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
0	0	0	0	152
152	0	0	0	0
152	0	0	0	0
152	0	0	0	0
0	0	0	0	152
152	0	0	0	0
0	0	152	0	0
0	0	0	0	152
152	0	0	0	0
0	152	0	0	0
0	0	0	152	0
0	152	0	0	0
152	0	0	0	0
0	152	0	0	0
0	0	152	0	0
0	0	0	152	0
152	0	0	0	0
0	152	0	0	0
0	0	0	0	152
0	0	0	0	152
152	0	0	0	0
0	152	0	0	0
0	0	0	152	0
0	152	0	0	0
0	0	0	0	152
0	152	0	0	0
0	0	152	0	0
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
0	0	0	0	152
152	0	0	0	0
152	0	0	0	0
0	152	0	0	0
152	0	0	0	0
0	0	0	152	0
0	152	0	0	0
0	0	0	0	152
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
152	0	0	0	0
0	0	152	0	0
152	0	0	0	0
0	152	0	0	0
0	0	0	0	152
152	0	0	0	0
152	0	0	0	0
0	0	152	0	0
0	152	0	0	0
0	0	0	0	152
0	0	152	0	0
152	0	0	0	0
0	152	0	0	0
152	0	0	0	0
0	152	0	0	0
0	0	152	0	0
0	152	0	0	0
0	0	0	0	152
0	152	0	0	0
0	0	152	0	0
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
0	152	0	0	0
0	0	0	0	152
0	153	0	0	0
153	0	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	0	153	0	0
153	0	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
153	0	0	0	0
153	0	0	0	0
153	0	0	0	0
153	0	0	0	0
0	0	153	0	0
0	153	0	0	0
0	0	153	0	0
153	0	0	0	0
0	153	0	0	0
0	0	0	0	153
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	0	0	0	153
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	0	0	0	153
0	0	0	153	0
0	153	0	0	0
0	0	153	0	0
0	153	0	0	0
0	153	0	0	0
0	0	0	0	153
0	153	0	0	0
0	0	153	0	0
0	153	0	0	0
0	153	0	0	0
153	0	0	0	0
0	0	153	0	0
153	0	0	0	0
0	0	0	0	153
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	0	153	0	0
153	0	0	0	0
0	0	153	0	0
0	153	0	0	0
0	153	0	0	0
153	0	0	0	0
0	153	0	0	0
0	0	153	0	0
0	0	0	0	153
153	0	0	0	0
0	153	0	0	0
0	153	0	0	0
0	0	0	153	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
153	0	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
153	0	0	0	0
153	0	0	0	0
153	0	0	0	0
0	153	0	0	0
0	153	0	0	0
0	0	0	0	153
153	0	0	0	0
0	153	0	0	0
0	0	153	0	0
0	0	0	0	153
0	153	0	0	0
0	153	0	0	0
153	0	0	0	0
153	0	0	0	0
0	0	153	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	153	0	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	0	0	154	0
0	0	154	0	0
154	0	0	0	0
0	0	154	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
154	0	0	0	0
0	0	0	0	154
0	154	0	0	0
0	0	154	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	0	0	0	154
0	0	0	154	0
0	154	0	0	0
154	0	0	0	0
154	0	0	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	0	0	154	0
0	0	154	0	0
0	154	0	0	0
0	0	0	154	0
0	0	154	0	0
0	0	154	0	0
0	154	0	0	0
0	154	0	0	0
0	0	0	0	154
0	0	0	0	154
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	0	154	0	0
0	154	0	0	0
0	0	0	0	154
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
154	0	0	0	0
154	0	0	0	0
154	0	0	0	0
0	154	0	0	0
0	154	0	0	0
0	0	0	0	154
0	0	154	0	0
0	154	0	0	0
154	0	0	0	0
154	0	0	0	0
0	154	0	0	0
0	154	0	0	0
154	0	0	0	0
0	154	0	0	0
154	0	0	0	0
0	154	0	0	0
0	154	0	0	0
154	0	0	0	0
154	0	0	0	0
0	0	0	0	154
0	154	0	0	0
154	0	0	0	0
0	154	0	0	0
0	154	0	0	0
0	0	154	0	0
0	0	0	0	154
154	0	0	0	0
0	0	0	0	154
0	0	154	0	0
0	154	0	0	0
154	0	0	0	0
154	0	0	0	0
0	0	0	0	154
154	0	0	0	0
0	154	0	0	0
0	154	0	0	0
0	0	154	0	0
0	0	0	0	154
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	154	0	0	0
0	155	0	0	0
155	0	0	0	0
0	155	0	0	0
0	0	155	0	0
0	155	0	0	0
0	0	155	0	0
155	0	0	0	0
0	155	0	0	0
155	0	0	0	0
0	155	0	0	0
0	155	0	0	0
155	0	0	0	0
0	0	0	0	155
0	155	0	0	0
0	155	0	0	0
0	0	0	0	155
155	0	0	0	0
155	0	0	0	0
0	155	0	0	0
0	155	0	0	0
155	0	0	0	0
0	155	0	0	0
0	0	155	0	0
0	155	0	0	0
0	0	0	155	0
0	155	0	0	0
0	0	0	155	0
0	0	155	0	0
0	155	0	0	0
0	0	0	0	155
0	0	0	0	155
0	0	155	0	0
0	0	155	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
155	0	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
155	0	0	0	0
0	155	0	0	0
0	155	0	0	0
0	0	155	0	0
155	0	0	0	0
0	155	0	0	0
155	0	0	0	0
0	0	0	0	155
0	0	155	0	0
0	0	155	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
155	0	0	0	0
0	0	0	155	0
0	155	0	0	0
0	0	155	0	0
0	0	155	0	0
0	0	155	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
155	0	0	0	0
155	0	0	0	0
0	155	0	0	0
0	155	0	0	0
0	0	0	0	155
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
155	0	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	0	155	0	0
0	155	0	0	0
155	0	0	0	0
0	0	155	0	0
0	155	0	0	0
0	0	0	0	155
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	0	155	0	0
0	155	0	0	0
155	0	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	155	0	0	0
0	0	155	0	0
0	155	0	0	0
155	0	0	0	0
0	155	0	0	0
156	0	0	0	0
0	0	156	0	0
156	0	0	0	0
156	0	0	0	0
0	0	0	0	156
156	0	0	0	0
156	0	0	0	0
0	156	0	0	0
156	0	0	0	0
0	156	0	0	0
0	156	0	0	0
156	0	0	0	0
0	156	0	0	0
0	0	0	0	156
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
156	0	0	0	0
0	0	156	0	0
0	156	0	0	0
0	0	156	0	0
156	0	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
156	0	0	0	0
156	0	0	0	0
156	0	0	0	0
0	156	0	0	0
0	0	0	0	156
156	0	0	0	0
0	156	0	0	0
156	0	0	0	0
156	0	0	0	0
0	0	0	0	156
0	156	0	0	0
0	156	0	0	0
156	0	0	0	0
0	0	156	0	0
156	0	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
156	0	0	0	0
0	0	156	0	0
0	0	0	0	156
0	0	156	0	0
156	0	0	0	0
0	0	0	0	156
0	156	0	0	0
0	0	0	0	156
0	0	156	0	0
0	156	0	0	0
156	0	0	0	0
156	0	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	0	156	0	0
0	0	0	0	156
0	156	0	0	0
156	0	0	0	0
156	0	0	0	0
0	0	0	0	156
0	0	156	0	0
156	0	0	0	0
0	156	0	0	0
156	0	0	0	0
0	156	0	0	0
0	156	0	0	0
0	0	0	0	156
156	0	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	0	0	0	156
0	0	0	156	0
0	0	156	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	0	0	0	156
0	156	0	0	0
0	156	0	0	0
0	156	0	0	0
0	0	157	0	0
0	157	0	0	0
0	157	0	0	0
0	0	0	0	157
0	157	0	0	0
157	0	0	0	0
157	0	0	0	0
0	157	0	0	0
0	157	0	0	0
0	0	157	0	0
157	0	0	0	0
0	157	0	0	0
157	0	0	0	0
0	157	0	0	0
0	157	0	0	0
0	0	157	0	0
0	0	0	157	0
0	0	157	0	0
157	0	0	0	0
157	0	0	0	0
0	157	0	0	0
157	0	0	0	0
157	0	0	0	0
157	0	0	0	0
0	0	157	0	0
0	0	157	0	0
0	157	0	0	0
0	0	157	0	0
0	157	0	0	0
0	157	0	0	0
0	0	0	0	157
0	0	157	0	0
0	0	157	0	0
0	0	157	0	0
157	0	0	0	0
157	0	0	0	0
0	0	157	0	0
0	157	0	0	0
157	0	0	0	0
0	157	0	0	0
0	157	0	0	0
0	157	0	0	0
157	0	0	0	0
0	0	0	0	157
0	157	0	0	0
157	0	0	0	0
0	157	0	0	0
0	157	0	0	0
0	0	157	0	0
0	0	157	0	0
0	0	0	0	157
157	0	0	0	0
157	0	0	0	0
157	0	0	0	0
0	157	0	0	0
0	0	0	0	157
0	0	157	0	0
0	0	0	157	0
0	157	0	0	0
0	0	0	0	157
0	157	0	0	0
0	0	0	0	157
0	157	0	0	0
0	157	0	0	0
157	0	0	0	0
157	0	0	0	0
0	157	0	0	0
157	0	0	0	0
0	157	0	0	0
157	0	0	0	0
0	0	157	0	0
0	157	0	0	0
0	157	0	0	0
0	157	0	0	0
157	0	0	0	0
0	157	0	0	0
0	157	0	0	0
0	0	157	0	0
0	0	0	0	157
157	0	0	0	0
0	157	0	0	0
0	157	0	0	0
0	157	0	0	0
0	0	0	0	157
0	0	0	0	157
157	0	0	0	0
0	157	0	0	0
0	0	157	0	0
0	0	157	0	0
0	157	0	0	0
0	0	157	0	0
0	0	0	158	0
158	0	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
158	0	0	0	0
0	0	158	0	0
158	0	0	0	0
0	0	0	0	158
0	158	0	0	0
158	0	0	0	0
0	158	0	0	0
158	0	0	0	0
0	158	0	0	0
0	158	0	0	0
158	0	0	0	0
0	158	0	0	0
0	0	158	0	0
158	0	0	0	0
158	0	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	0	0	0	158
0	158	0	0	0
0	0	158	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
158	0	0	0	0
0	158	0	0	0
158	0	0	0	0
0	0	158	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
158	0	0	0	0
0	0	0	158	0
0	0	0	0	158
0	0	0	0	158
0	158	0	0	0
0	0	158	0	0
0	158	0	0	0
158	0	0	0	0
0	0	0	0	158
0	158	0	0	0
0	158	0	0	0
0	0	158	0	0
0	158	0	0	0
0	0	158	0	0
0	158	0	0	0
0	0	0	0	158
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	0	0	0	158
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	0	0	0	158
0	0	0	0	158
158	0	0	0	0
0	158	0	0	0
158	0	0	0	0
158	0	0	0	0
0	158	0	0	0
0	0	158	0	0
158	0	0	0	0
0	0	0	0	158
0	0	158	0	0
0	158	0	0	0
158	0	0	0	0
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	0	0	0	158
0	0	0	0	158
0	158	0	0	0
0	158	0	0	0
0	158	0	0	0
0	159	0	0	0
0	159	0	0	0
0	0	0	0	159
0	159	0	0	0
0	0	0	0	159
0	159	0	0	0
0	0	0	159	0
0	159	0	0	0
0	0	159	0	0
0	159	0	0	0
0	159	0	0	0
0	159	0	0	0
159	0	0	0	0
159	0	0	0	0
0	159	0	0	0
0	159	0	0	0
0	0	159	0	0
159	0	0	0	0
0	159	0	0	0
0	0	0	159	0
0	0	0	0	159
0	159	0	0	0
0	0	159	0	0
0	159	0	0	0
0	0	0	159	0
159	0	0	0	0
0	0	0	0	159
0	0	0	0	159
0	0	0	0	159
0	0	0	0	159
0	159	0	0	0
0	0	159	0	0
0	159	0	0	0
0	0	0	159	0
0	0	0	0	159
0	0	0	159	0
0	159	0	0	0
0	0	159	0	0
159	0	0	0	0
159	0	0	0	0
0	0	159	0	0
0	0	0	159	0
0	159	0	0	0
0	159	0	0	0
0	0	0	0	159
0	0	0	0	159
159	0	0	0	0
0	0	0	0	159
0	159	0	0	0
0	159	0	0	0
0	0	159	0	0
159	0	0	0	0
159	0	0	0	0
0	159	0	0	0
0	159	0	0	0
0	159	0	0	0
159	0	0	0	0
159	0	0	0	0
0	0	159	0	0
0	0	159	0	0
0	159	0	0	0
0	0	0	0	159
159	0	0	0	0
159	0	0	0	0
0	159	0	0	0
0	159	0	0	0
159	0	0	0	0
0	159	0	0	0
0	0	159	0	0
159	0	0	0	0
159	0	0	0	0
0	159	0	0	0
159	0	0	0	0
0	159	0	0	0
0	0	159	0	0
0	159	0	0	0
0	159	0	0	0
0	159	0	0	0
0	159	0	0	0
0	159	0	0	0
0	159	0	0	0
0	159	0	0	0
0	159	0	0	0
0	0	159	0	0
0	159	0	0	0
0	159	0	0	0
0	0	159	0	0
0	159	0	0	0
0	159	0	0	0
0	0	0	0	159
0	0	0	159	0
0	160	0	0	0
0	0	0	0	160
0	160	0	0	0
0	0	160	0	0
0	160	0	0	0
160	0	0	0	0
0	160	0	0	0
160	0	0	0	0
0	160	0	0	0
0	160	0	0	0
0	160	0	0	0
0	160	0	0	0
0	160	0	0	0
0	160	0	0	0
0	160	0	0	0
160	0	0	0	0
0	160	0	0	0
0	160	0	0	0
160	0	0	0	0
0	160	0	0	0
0	160	0	0	0
0	160	0	0	0
160	0	0	0	0
0	160	0	0	0
0	160	0	0	0
0	160	0	0	0
0	160	0	0	0
0	0	160	0	0
0	160	0	0	0
0	0	0	160	0
0	0	160	0	0
160	0	0	0	0
0	0	160	0	0
0	0	0	0	160
0	160	0	0	0
0	0	0	0	160
0	0	0	0	160
0	160	0	0	0
0	0	160	0	0
0	160	0	0	0
0	160	0	0	0
0	160	0	0	0
0	0	0	0	160
0	0	0	0	160
0	0	160	0	0
160	0	0	0	0
